"";"Идентификатор";"Комнатность";"Новостройка";"Метро.Район";"Время.до.метро";"Этаж";"Этажность";"Площадь.общая"
"1872";24013192;4;"Да";"Киевская";10;26;32;164
"1873";24013191;4;"Да";"Киевская";10;26;32;164
"1874";20516556;5;"Нет";"Арбатская";NA;7;11;124
"1875";22582527;4;"Нет";"Смоленская";NA;12;15;167
"1876";24008074;3;"Да";"Новослободская";10;9;10;129
"1877";24002950;5;"Да";"Серпуховская";10;5;11;206
"1878";24001933;4;"Да";"Октябрьская";10;5;14;205
"1879";24007235;4;"Да";"Октябрьская";10;5;14;205
"1880";24001878;4;"Да";"Октябрьская";10;5;14;205
"1881";21168465;3;"Нет";"Новослободская";5;9;9;129
"1882";22143253;4;"Нет";"Таганская";NA;2;7;168
"1883";24008141;4;"Да";"Таганская";10;2;7;168
"1884";24043349;5;"Нет";"Чистые пруды";5;2;4;202
"1885";21462339;2;"Нет";"Новослободская";10;19;21;137
"1886";21462338;2;"Нет";"Новослободская";10;19;21;137
"1887";23992564;3;"Нет";"Новокузнецкая";10;7;9;139
"1888";23806275;4;"Нет";"Киевская";20;13;50;183
"1889";24043077;4;"Нет";"Пушкинская";NA;4;7;135
"1890";24042591;4;"Нет";"Таганская";NA;3;70;174
"1891";24013094;4;"Да";"Киевская";10;17;47;200
"1892";23963764;5;"Нет";"Арбатская";5;5;7;172
"1893";23694087;6;"Нет";"Чеховская";3;4;5;150
"1894";21168463;4;"Нет";"Новослободская";5;9;9;136
"1895";24008075;5;"Да";"Новослободская";10;9;10;142
"1896";24001970;5;"Да";"Октябрьская";10;5;14;206
"1897";23300306;4;"Нет";"Новослободская";3;8;9;150
"1898";24013190;4;"Да";"Киевская";10;10;32;214
"1899";23993652;3;"Да";"Парк культуры";10;4;6;152
"1900";24043673;3;"Нет";"Чистые пруды";NA;7;10;137
"1901";23430593;3;"Нет";"Маяковская";5;4;10;131
"1902";24013368;6;"Да";"Серпуховская";10;5;17;215
"1903";20513747;5;"Нет";"Арбатская";NA;5;7;143
"1904";20752613;5;"Нет";"Цветной бульвар";NA;4;7;180
"1905";24042921;4;"Нет";"Чистые пруды";NA;NA;NA;162
"1906";23989101;4;"Нет";"Новокузнецкая";15;2;6;174
"1907";23961338;4;"Да";"Маяковская";NA;6;12;157
"1908";23829917;4;"Да";"Новослободская";10;8;10;151
"1909";20885836;3;"Нет";"Краснопресненская";10;14;15;120
"1910";23993991;5;"Нет";"Пушкинская";10;6;6;200
"1911";23643528;5;"Нет";"Киевская";15;6;NA;185
"1912";20513767;3;"Нет";"Маяковская";NA;17;18;150
"1913";20513658;4;"Нет";"Охотный Ряд";NA;8;8;120
"1914";23881872;4;"Нет";"Таганская";10;3;7;193
"1915";23969004;4;"Да";"Новокузнецкая";NA;2;7;172
"1916";24008072;4;"Да";"Новослободская";10;2;4;179
"1917";24008079;3;"Да";"Третьяковская";10;1;3;155
"1918";23992598;3;"Да";"Парк культуры";10;5;6;152
"1919";24013077;3;"Да";"Киевская";10;45;47;162
"1920";24013078;3;"Да";"Киевская";10;45;47;162
"1921";23994428;3;"Нет";"Третьяковская";10;1;3;145
"1922";24043000;4;"Нет";"Киевская";NA;8;48;240
"1923";24011435;2;"Нет";"Чистые пруды";10;9;10;125
"1924";24042795;2;"Нет";"Смоленская";NA;2;7;119
"1925";21076748;3;"Нет";"Проспект Мира";5;8;12;123
"1926";24042737;3;"Нет";"Белорусская";NA;4;9;111
"1927";24013098;5;"Да";"Киевская";10;6;47;240
"1928";21394937;5;"Нет";"Маяковская";NA;9;9;263
"1929";23994388;3;"Да";"Третьяковская";10;1;5;158
"1930";21160811;3;"Нет";"Смоленская";5;7;15;119
"1931";24043329;4;"Нет";"Белорусская";NA;7;9;178
"1932";24017960;2;"Нет";"Смоленская";7;2;6;117
"1933";20513650;2;"Нет";"Александровский сад";NA;2;5;125
"1934";24043385;4;"Нет";"Арбатская";10;2;9;138
"1935";24043340;5;"Нет";"Баррикадная";NA;13;17;175
"1936";23149785;4;"Нет";"Киевская";NA;6;47;241
"1937";24002398;3;"Нет";"Киевская";10;49;49;121
"1938";24013080;3;"Да";"Киевская";10;49;47;122
"1939";24002401;3;"Нет";"Киевская";10;49;49;121
"1940";24002400;3;"Нет";"Киевская";10;49;49;121
"1941";24002399;3;"Нет";"Киевская";10;49;49;121
"1942";24013079;3;"Да";"Киевская";10;49;47;122
"1943";24002098;3;"Нет";"Киевская";10;49;49;121
"1944";24002099;3;"Нет";"Киевская";10;49;49;121
"1945";24002097;3;"Нет";"Киевская";10;49;49;121
"1946";24002396;3;"Нет";"Киевская";10;49;49;121
"1947";24002096;3;"Нет";"Киевская";10;49;49;121
"1948";24013095;4;"Да";"Киевская";10;12;47;225
"1949";21168469;3;"Нет";"Новослободская";5;3;9;151
"1950";24042732;2;"Нет";"Смоленская";NA;10;12;114
"1951";24011436;3;"Нет";"Чистые пруды";10;8;10;137
"1952";24000292;3;"Нет";"Чистые пруды";10;8;10;137
"1953";24000295;3;"Нет";"Чистые пруды";10;8;10;137
"1954";24001603;3;"Нет";"Чистые пруды";10;9;9;137
"1955";24001799;3;"Нет";"Чистые пруды";10;8;10;137
"1956";24001800;3;"Нет";"Чистые пруды";10;8;10;137
"1957";24001801;3;"Нет";"Чистые пруды";10;8;10;137
"1958";24002011;3;"Нет";"Чистые пруды";10;8;10;137
"1959";24002012;3;"Нет";"Чистые пруды";10;8;10;137
"1960";24002013;3;"Нет";"Чистые пруды";10;8;10;137
"1961";24002014;3;"Нет";"Чистые пруды";10;8;10;137
"1962";24002359;3;"Нет";"Чистые пруды";10;9;9;137
"1963";24002368;3;"Нет";"Чистые пруды";10;8;10;137
"1964";24002369;3;"Нет";"Чистые пруды";10;8;10;137
"1965";24002455;3;"Нет";"Чистые пруды";10;8;10;137
"1966";24002456;3;"Нет";"Чистые пруды";10;8;10;137
"1967";24002464;3;"Нет";"Чистые пруды";10;8;10;137
"1968";20885837;3;"Нет";"Баррикадная";10;5;18;115
"1969";24002433;3;"Нет";"Киевская";10;6;10;156
"1970";24002463;3;"Нет";"Киевская";10;6;10;156
"1971";20759479;4;"Нет";"Смоленская";10;4;8;168
"1972";23075161;4;"Нет";"Кропоткинская";2;3;5;176
"1973";21836411;2;"Нет";"Сретенский бульвар";NA;7;7;170
"1974";23966428;3;"Да";"Курская";NA;9;9;156
"1975";23992561;3;"Нет";"Новокузнецкая";10;6;10;149
"1976";23993629;3;"Да";"Новокузнецкая";10;6;10;149
"1977";24013099;5;"Да";"Киевская";10;7;47;235
"1978";24013100;5;"Да";"Киевская";10;7;47;235
"1979";21418682;3;"Нет";"Пушкинская";8;4;5;165
"1980";23721405;4;"Нет";"Пушкинская";10;3;3;101
"1981";23793161;4;"Нет";"Третьяковская";3;5;7;180
"1982";23641599;4;"Нет";"Проспект Мира";5;12;NA;114
"1983";23794016;5;"Нет";"Охотный Ряд";8;2;8;121
"1984";23455408;7;"Нет";"Новокузнецкая";2;7;8;182
"1985";24013102;5;"Да";"Киевская";10;10;47;224
"1986";24013101;5;"Да";"Киевская";10;10;47;224
"1987";22003537;5;"Нет";"Краснопресненская";5;4;12;175
"1988";24008073;5;"Да";"Новослободская";10;6;10;175
"1989";23648525;4;"Нет";"Киевская";15;15;NA;186
"1990";23992594;4;"Да";"Парк культуры";10;5;6;164
"1991";23993632;3;"Да";"Новокузнецкая";10;7;10;162
"1992";24043210;4;"Нет";"Павелецкая";NA;2;8;135
"1993";23993660;3;"Да";"Чкаловская";10;9;9;169
"1994";24043696;5;"Нет";"Боровицкая";7;8;11;138
"1995";24043607;5;"Нет";"Чистые пруды";NA;2;6;152
"1996";24013198;4;"Да";"Киевская";10;27;32;165
"1997";24013197;4;"Да";"Киевская";10;27;32;165
"1998";23994924;12;"Нет";"Новослободская";10;12;14;534
"1999";23826311;10;"Нет";"Парк культуры";10;7;7;525
"2000";24002450;5;"Нет";"Киевская";10;34;47;241
"2001";24002449;5;"Нет";"Киевская";10;34;47;241
"2002";23993653;4;"Да";"Парк культуры";10;1;6;251
